canonical_description,short_text,lines,purchase_orders,spend,spend_share,cumulative_spend_share,abc_class
die 660 228 s db164 26 x 8 996 2 0x54x54,"DIE 660.228 S-DB164(26""X 8.996)2.0X54X54",1,1,1707000.0,7.113440493395217e-05,0.9821693791811349,C
frozen chicken feet,Frozen Chicken Feet,3,3,1671233.25,6.964392662248679e-05,0.9822390231077573,C
alluminium sheet 1 5mm,Alluminium Sheet 1.5mm,1,1,1670000.0,6.959253441107214e-05,0.9823086156421684,C
nd inactivated pullet killed vacc,ND Inactivated Pullet Killed Vacc.,13,13,1664000.0,6.93425013533078e-05,0.9823779581435217,C
ib hatchable egg 63rd week,IB_Hatchable_Egg_63rd_Week,6,3,1655129.9000000001,6.897286498236192e-05,0.982446931008504,C
ib hatchable egg 61st week,IB_Hatchable_Egg_61st_Week,4,2,1652666.4000000001,6.887020557606151e-05,0.9825158012140801,C
bleaching powder,Bleaching Powder,77,77,1619050.0,6.746933702889003e-05,0.982583270551109,C
polidine,Polidine,33,33,1618787.0,6.745837724652469e-05,0.9826507289283555,C
open well 1 5 hp,Open Well - 1.5 Hp,1,1,1612500.0,6.719638427416396e-05,0.9827179253126297,C
dextrose monohydrate,Dextrose Monohydrate,11,11,1604100.0,6.68463379932939e-05,0.982784771650623,C
tmt steel fe 500 cutting bending and,"TMT Steel : Fe:500, Cutting bending and",1,1,1603205.91,6.680907931719115e-05,0.9828515807299402,C
ib hatchable egg 60th week,IB_Hatchable_Egg_60th_Week,4,2,1602311.76,6.677181814075782e-05,0.9829183525480809,C
sulphuric acid,Sulphuric Acid,8,8,1587948.0,6.617324900179232e-05,0.9829845257970827,C
close type sheds monotering with control,Close Type Sheds Monotering with Control,1,1,1579200.0,6.580870080357193e-05,0.9830503344978863,C
cf3,CF3,4,4,1576250.0,6.568576788350447e-05,0.9831160202657697,C
lysoforte,Lysoforte,3,3,1575000.0,6.56336776631369e-05,0.9831816539434328,C
plaster work proportion is 1 4,Plaster work : Proportion is 1:4,1,1,1573056.0,6.555266695242125e-05,0.9832472066103852,C
euroneoline neo doxy 10 for feed,Euroneoline (Neo+Doxy) 10% for feed,1,1,1560000.0,6.500859501872607e-05,0.9833122152054039,C
die 660 228 s db164 26 x 8 996 3 2x64x64,"DIE 660.228 S-DB164(26""X 8.996)3.2X64X64",1,1,1543200.0,6.430850245698594e-05,0.9833765237078609,C
nd ib killed vaccine,ND+IB Killed Vaccine,3,3,1540000.0,6.417515149284496e-05,0.9834406988593537,C
bbl female floor 108,"Bbl Female Floor 108""",1,1,1525446.4,6.35686713079318e-05,0.9835042675306617,C
bottle 1000 ml,Bottle 1000 Ml,10,10,1521148.4,6.338956429421995e-05,0.9835676570949559,C
lable for 5000ml jar abis gold new,Lable For 5000Ml Jar Abis Gold(New),4,4,1517000.0,6.32166914380817e-05,0.9836308737863939,C
lakdi gutka,Lakdi Gutka,21,21,1506745.75,6.278937452431838e-05,0.9836936631609182,C
bulk feed tank dc 19t,Bulk Feed Tank DC-19T,2,2,1420000.0,5.9174490337558344e-05,0.9837528376512558,C
jarry can 5 ltrs rb orange,Jarry Can 5 Ltrs (RB) Orange,7,7,1417117.6,5.905437445660836e-05,0.9838118920257124,C
ferros sulphate,Ferros Sulphate,3,3,1415920.0,5.90044678582786e-05,0.9838708964935706,C
gumboro plus 5000 dose,Gumboro Plus (5000 Dose),17,17,1415700.0,5.899529997949391e-05,0.9839298917935502,C
mcb switch 6 amp 3 pole,Mcb Switch - 6 Amp-3 Pole,2,2,1408500.0,5.869526031017671e-05,0.9839885870538604,C
m1 premix,M1 - Premix,9,8,1408350.0,5.86890094837326e-05,0.9840472760633441,C
flesh of poultry r,Flesh of Poultry (R),15,15,1403325.0,5.847960679785497e-05,0.9841057556701419,C
die 660 228 s db164 26 x 8 996 4x60 10ar,"DIE 660.228 S-DB164(26""X 8.996)4X60*10AR",1,1,1402800.0,5.84577289053006e-05,0.9841642133990472,C
inner bag 42x24,"Inner Bag 42X24""",11,11,1398255.75,5.826836011817633e-05,0.9842224817591654,C
pbm procured buffalo milk kg,PBM Procured Buffalo Milk (Kg.),7,7,1370854.25,5.7126479979454783e-05,0.9842796082391448,C
coal 7000,Coal (7000),5,5,1360482.54,5.669426825186397e-05,0.9843363025073967,C
ele wire 1 5 sqmm 16 core,Ele. Wire 1.5 Sqmm 16 Core,1,1,1329900.0,5.541982725346397e-05,0.9843917223346501,C
amikasin,Amikasin,17,17,1323110.0,5.513687317642734e-05,0.9844468592078265,C
erection of silo 15000mt,Erection of silo 15000MT,1,1,1300000.0,5.4173829182271725e-05,0.9845010330370088,C
ib hatchable egg 62nd week,IB_Hatchable_Egg_62nd_Week,4,2,1259637.12,5.249182013117593e-05,0.98455352485714,C
four wheeler,Four wheeler,1,1,1255763.0,5.2330377119551606e-05,0.9846058552342596,C
immunowall,Immunowall,2,2,1240000.0,5.1673498604628415e-05,0.9846575287328642,C
sand,Sand,38,38,1230935.0,5.1295740326522806e-05,0.9847088244731906,C
poultry feed supplement 1,poultry feed supplement 1,3,3,1229150.0,5.1221355491837915e-05,0.9847600458286825,C
inactivated pullet nd 2000,Inactivated Pullet ND (2000),4,4,1200000.0,5.0006611552866204e-05,0.9848100524402353,C
temperature controlling system roll on,Temperature Controlling System Roll on,1,1,1200000.0,5.0006611552866204e-05,0.9848600590517882,C
pp bag ib ap 95 breeder feed 26x46,PP Bag IB AP/95 Breeder Feed (26x46),3,3,1158296.8,4.8268748450439964e-05,0.9849083278002386,C
pouch roll 1000ml rb,Pouch Roll 1000Ml (RB),2,2,1146475.0,4.77761083167269e-05,0.9849561039085554,C
lenovo pc with monitor core i3 8 gb ram,Lenovo PC with Monitor core i3 8 GB Ram,27,24,1146000.0,4.7756314032987224e-05,0.9850038602225883,C
hdpe tarpavlin 180 gsm,HDPE Tarpavlin 180 GSM,3,3,1139243.53,4.747475722402173e-05,0.9850513349798123,C
ibd mb vacc,IBD MB Vacc.,28,25,1136330.0,4.735334408822371e-05,0.9850986883239006,C
clean tab,Clean Tab,64,64,1131000.0,4.71312313885764e-05,0.9851458195552891,C
hps ibh vaccine 2500,HPS_IBH Vaccine 2500,7,7,1127580.48,4.698873254829535e-05,0.9851928082878374,C
heptocare powder,Heptocare Powder,2,2,1127000.0,4.696454268340018e-05,0.9852397728305208,C
surveillance fee,Surveillance Fee,4,4,1111033.17,4.629917012878297e-05,0.9852860720006495,C
1 5 b1 broiler concentrate prestarter,1.5% B1 BROILER CONCENTRATE (PRESTARTER),3,3,1105650.0,4.60748417195221e-05,0.985332146842369,C
trypamino l tryptophan,Trypamino(L-tryptophan),2,2,1105000.0,4.604775480493096e-05,0.9853781945971739,C
acetic acid,Acetic Acid,7,7,1094300.0,4.5601862518584576e-05,0.9854237964596925,C
clon 30 vacc,Clon-30 Vacc.,33,33,1091744.35,4.549536302123868e-05,0.9854692918227137,C
ms tmt 10 mm,Ms Tmt 10 Mm,8,6,1091221.95,4.547359347634266e-05,0.9855147654161901,C
gumboro inter 5000 dose,Gumboro Inter (5000 Dose),25,25,1090775.0,4.545496809714803e-05,0.9855602203842873,C
3 ply chicks box paper,3 Ply Chicks Box  - Paper,11,11,1084260.0,4.518347386859226e-05,0.9856054038581559,C
ef chlor 1 67 gm clean tab,EF-Chlor 1.67 gm (clean Tab),23,23,1081080.0,4.5050956347977166e-05,0.9856504548145039,C
b v jenta 100ml,B.V.JENTA 100ML,51,51,1075250.0,4.480800756018282e-05,0.9856952628220641,C
ghee,Ghee,18,18,1074154.45,4.476235360744387e-05,0.9857400251756715,C
climate controller electrical control,Climate Controller & Electrical Control,1,1,1069374.0,4.4563141852278953e-05,0.9857845883175238,C
pouch chicken egg puppy 3 5 kg,Pouch Chicken & Egg Puppy 3.5 Kg.,8,8,1061209.5,4.422290936892614e-05,0.9858288112268927,C
milk roll natural 500ml,MILK ROLL NATURAL 500ML,2,2,1055291.34,4.397628676206972e-05,0.9858727875136548,C
non chemical egg trays 15 lbs,Non Chemical Egg Trays 15 ½ LBS,3,3,1050060.0,4.3758285439335576e-05,0.9859165457990942,C
transparent container,Transparent container,1,1,1050000.0,4.375578510875793e-05,0.9859603015842029,C
relay 2 3 3 mn2,Relay  2 - 3.3 Mn2,3,3,1045920.0,4.358576262947819e-05,0.9860038873468324,C
bottle 500 ml,Bottle 500 Ml,8,8,1044199.8999999999,4.351408231903478e-05,0.9860474014291515,C
maintenance charges under tpms contract,Maintenance Charges Under TPMS Contract,1,1,1035643.0,4.315749767370418e-05,0.9860905589268252,C
ms beam 600x210 mm 122 6 kg mtr,"MS Beam 600X210 mm, 122.6 kg / mtr",2,2,1034100.0,4.309319750568245e-05,0.9861336521243309,C
pp bag finisher 26 5 4mm 24 x44,PP Bag Finisher 26/5 4mm (24''x44''),3,3,1022310.0,4.2601882547175546e-05,0.986176254006878,C
mtr system multi tier broiler rearing,MTR SYSTEM - Multi Tier Broiler Rearing,1,1,1020000.0,4.2505619819936276e-05,0.9862187596266979,C
ib hatchable egg 66th week,IB_Hatchable_Egg_66th_Week,3,2,1017583.38,4.240491400526054e-05,0.9862611645407032,C
nec ip epabx system sv 9100,NEC IP EPABX System SV 9100,1,1,1013600.0,4.2238917891654324e-05,0.9863034034585949,C
15 kg square jar,15 Kg Square Jar,6,6,1007124.3,4.196906137962691e-05,0.9863453725199746,C
tractor 2750bp oib tu 39hp,Tractor 2750BP OIB TU (39HP),2,2,1000491.1,4.169264149983318e-05,0.9863870651614743,C
parle pet jar 1 ltr red cap,Parle Pet Jar 1 Ltr (RED CAP),8,8,995803.2,4.149728650458428e-05,0.9864285624479789,C
nobilis mg inac 500ml,Nobilis MG Inac 500Ml,1,1,995598.0,4.1488735374008743e-05,0.986470051183353,C
structural steel,Structural Steel :,1,1,991530.0,4.1319212960844524e-05,0.9865113703963138,C
ib 4 91 vacc,IB 4/91 Vacc.,5,5,990000.0,4.125545453111462e-05,0.9865526258508449,C
choker,Choker,5,5,983382.5,4.097968890448871e-05,0.9865936055397494,C
vitamin c plain,Vitamin C (Plain),1,1,980000.0,4.083873276817407e-05,0.9866344442725176,C
sandblasting painting,Sandblasting & Painting,1,1,975000.0,4.0630371886703793e-05,0.9866750746444043,C
inner bag 19 x32,"Inner Bag 19""X32""",11,11,969964.2,4.042051914132219e-05,0.9867154951635456,C
cage matting 485 434 59 38mm,Cage Matting 485*434*59*38MM,1,1,960000.0,4.0005289242292966e-05,0.9867555004527879,C
van aarc750s db207 29 382 x9 921 5x55 5,"Van AarC750S-DB207(29.382""X9.921"")5X55*5",1,1,954000.0,3.9755256184528636e-05,0.9867952557089724,C
die cpm 3020 6 5652700 4mm x 50 6ar,DIE CPM 3020-6 5652700 4MM X 50*6AR,1,1,954000.0,3.9755256184528636e-05,0.9868350109651569,C
civil work shed 4 store additional work,Civil work Shed 4(store )Additional work,1,1,944733.0,3.936908012681163e-05,0.9868743800452837,C
red soil murum,Red Soil (Murum),13,13,941499.6,3.923433731198243e-05,0.9869136143825957,C
pouch chicken egg adult 3 5 kg,Pouch Chicken & Egg Adult 3.5 kg,8,8,940337.64,3.9185915910015784e-05,0.9869528002985057,C
gelatin,Gelatin,7,7,940000.0,3.917184571641186e-05,0.9869919721442222,C
pqg 99 pac 1ltr,PQG-99 (pac.-1Ltr.),23,23,939400.0,3.914684241063543e-05,0.9870311189866329,C
distribution transformer 200 kva,Distribution Transformer 200 KVA,3,1,933000.0,3.888014048235347e-05,0.9870699991271152,C
hydrated lime,Hydrated Lime,4,4,929837.5,3.874835222482353e-05,0.9871087474793401,C
ib hatchable egg 59th week,IB_Hatchable_Egg_59th_Week,6,2,919550.92,3.831968804960063e-05,0.9871470671673896,C
ms tmt 20 mm,Ms Tmt 20 Mm,4,4,918367.06,3.827035402697315e-05,0.9871853375214166,C
parle pet jar 500 grams red cap,Parle Pet Jar 500 grams (RED CAP),7,7,908993.25,3.787972696410617e-05,0.9872232172483807,C
hasian cloth bardana fatti,Hasian Cloth (Bardana Fatti),1,1,900951.92,3.754462724270749e-05,0.9872607618756234,C
endox t dry,Endox T Dry,3,3,900000.0,3.7504958664649657e-05,0.987298266834288,C
charges for 1 crane hiring 100 ton,Charges for 1 crane hiring (100 Ton),1,1,900000.0,3.7504958664649657e-05,0.9873357717929526,C
bearing hh 228340 228318,Bearing HH 228340/228318,1,1,899892.0,3.7500458069609896e-05,0.9873732722510222,C
wash tin r,Wash Tin (R),11,11,894054.0,3.7257175904405204e-05,0.9874105294269266,C
ms tmt 16 mm,Ms Tmt 16 Mm,5,5,893191.1799999999,3.7221220317255164e-05,0.9874477506472439,C
road metal gitti,Road Metal  (Gitti),22,19,889633.71,3.707297280025435e-05,0.9874848236200441,C
armod cable 240 sqmmx3 5core all,Armod Cable-240 Sqmmx3.5Core - All.,1,1,880515.0,3.669297630955999e-05,0.9875215165963537,C
prolibid,Prolibid,3,3,880000.0,3.667151513876855e-05,0.9875581881114924,C
jar box 5 ltrs 1x4,Jar Box 5 Ltrs (1X4),4,4,876495.0,3.652545416085789e-05,0.9875947135656533,C
civil work staff quarters,Civil work staff quarters,3,3,868597.45,3.619634606496677e-05,0.9876309099117183,C
para kutti,PARA KUTTI,74,74,867928.0,3.6168448626546716e-05,0.9876670783603448,C
ib hatchable egg 64th week,IB_Hatchable_Egg_64th_Week,6,3,861534.42,3.590201423363658e-05,0.9877029803745785,C
pvc pipe 2,"Pvc Pipe 2""",1,1,852720.0,3.553469816946673e-05,0.9877385150727479,C
filter bag with ptfe membrane 149mmx4565,FILTER BAG WITH PTFE MEMBRANE 149MMX4565,3,3,852500.0,3.5525530290682035e-05,0.9877740406030386,C
dismantling of silo 15000 mt,Dismantling of silo 15000 MT,1,1,850000.0,3.5421349849946896e-05,0.9878094619528885,C
liquid glucose,Liquid Glucose,14,14,847750.0,3.532758745328527e-05,0.9878447895403418,C
hdpe tarpavlin 150 gsm,HDPE Tarpavlin 150 GSM,1,1,847332.2,3.531017681802961e-05,0.9878800997171598,C
strip roll,Strip Roll,4,4,844392.0,3.5187652285289835e-05,0.9879152873694451,C
nd killed,ND Killed,3,3,840000.0,3.500462808700635e-05,0.9879502919975321,C
drools box 3 kg x 6 pkt 615 x 280 x 335,DROOLS BOX 3 KG X 6 PKT(615 X 280 X 335),5,5,828240.0,3.451456329378826e-05,0.987984806560826,C
lecithin heater,Lecithin Heater,1,1,820000.0,3.417118456112524e-05,0.9880189777453872,C
pouch boxes 1ltr rb,Pouch Boxes (1LTR) RB,9,8,812796.46,3.387099737230396e-05,0.9880528487427594,C
cobalt carobonate coco3,Cobalt Carobonate (COCO3),4,4,810000.0,3.375446279818469e-05,0.9880866032055576,C
pp bag abis feed internal 26 46 blue,"PP BAG ABIS FEED INTERNAL 26""46"" BLUE",6,6,807218.9,3.3638568308693296e-05,0.9881202417738664,C
promotional stickers,Promotional stickers,14,11,805576.0,3.357010509025979e-05,0.9881538118789567,C
rice bran silky,Rice Bran Silky,14,14,800807.5499999999,3.33713934012104e-05,0.9881871832723579,C
cooling tower,Cooling Tower,1,1,800000.0,3.3337741035244136e-05,0.9882205210133931,C
stabilizer 200 kva,Stabilizer 200 Kva,3,1,795000.0,3.3129380153773865e-05,0.9882536503935468,C
pouch chicken egg puppy 1 2 kg,Pouch Chicken & Egg Puppy 1.2 kg,7,7,790310.54,3.2933960149929945e-05,0.9882865843536968,C
pouch roll 500ml rb,Pouch Roll 500Ml (RB),2,2,786425.0,3.277204124205234e-05,0.9883193563949388,C
pouch chicken egg adult 1 2 kg,Pouch Chicken & Egg Adult 1.2 kg,7,7,785149.24,3.2718877546423434e-05,0.9883520752724853,C
jarry can 2 ltrs rb orange,Jarry Can 2 Ltrs (RB) Orange,8,8,782351.48,3.260228879847498e-05,0.9883846775612837,C
pp bag broiler finisher pel crb 50kg,PP Bag Broiler Finisher (Pel/Crb) - 50Kg,1,1,778993.65,3.2462360714749515e-05,0.9884171399219984,C
drools 5ply gorrugated box 12pkt 1 2kg,Drools 5ply Gorrugated Box - 12pkt 1.2kg,5,5,774822.36,3.228853398249588e-05,0.9884494284559809,C
drools box 6pkt 3kg 505x380x310,Drools Box- 6Pkt 3kg (505X380X310),6,6,769792.0599999999,3.20789104340839e-05,0.988481507366415,C
pvc pipe 1 5,"Pvc Pipe 1.5""",4,4,754370.0,3.14362396309464e-05,0.988512943606046,C
mycocurb dry,Mycocurb Dry,1,1,750000.0,3.1254132220541376e-05,0.9885441977382665,C
bbl male floor 96,"Bbl Male Floor 96""",1,1,747775.8,3.1161444966028144e-05,0.9885753591832326,C
bricks,Bricks,26,26,743130.0,3.096784436940122e-05,0.988606327027602,C
vitamin b1 thiamin,Vitamin B1(Thiamin),5,5,733250.0,3.055612326761595e-05,0.9886368831508696,C
self supporting chimney,Self Supporting chimney,1,1,725400.0,3.022899668370762e-05,0.9886671121475533,C
frozen fat,Frozen Fat,6,6,721057.5,3.004803525815069e-05,0.9886971601828115,C
gi welded wire mesh,GI Welded Wire Mesh,7,4,718974.0,2.9961211278842024e-05,0.9887271213940904,C
ib hatchable egg,IB_Hatchable_Egg,2,1,716250.0,2.9847696270617016e-05,0.9887569690903609,C
gi wire 4 mm for tin handle,Gi Wire 4 mm (For Tin Handle),4,4,715509.71,2.981684677522829e-05,0.9887867859371362,C
die muzl1200 25 59 x 6 889 3 2 x 74nr,"DIE MUZL1200(25.59""X 6.889"") 3.2 X 74NR",1,1,715500.0,2.9816442138396476e-05,0.9888166023792746,C
chicks box,Chicks Box,2,2,714816.0,2.9787938369811343e-05,0.9888463903176444,C
solex m,Solex - M,13,13,712500.0,2.969142560951431e-05,0.9888760817432539,C
insuarnce charges,INSUARNCE CHARGES,101,83,711844.03,2.96640899120307e-05,0.9889057458331659,C
ms plate 10mm,MS Plate 10mm,4,4,704321.34,2.935060304814517e-05,0.988935096436214,C
bopp bag van starter plus 103 p 25kg n,BOPP BAG VAN. STARTER PLUS 103-P (25KG)N,1,1,702769.6,2.9285938665302636e-05,0.9889643823748794,C
ms beam 250x125 mm 37 3 kg mtr,"MS Beam 250X125 mm, 37.3 kg / mtr",1,1,702728.4,2.928422177163932e-05,0.988993666596651,C
tractor 5310,Tractor 5310,1,1,700446.43,2.9189127115501577e-05,0.9890228557237665,C
godrej locker matrix 2414,GODREJ LOCKER MATRIX 2414,19,2,695590.0,2.898674910838184e-05,0.9890518424728748,C
bag purepet adult 10 kg,Bag Purepet Adult 10 kg,6,6,692497.2,2.885786540153958e-05,0.9890807003382763,C
armod cable 1 5 sqmm x 12 core cu,Armod Cable - 1.5 Sqmm x 12 Core Cu.,2,2,687900.0,2.8666290072680553e-05,0.989109366628349,C
pp bag sinking 22 5 3mm 24 x44,PP Bag Sinking 22/5 3mm (24''x44''),1,1,678684.6,2.8282264299260315e-05,0.9891376488926483,C
neo dox,Neo-Dox,17,17,675740.0,2.815955640894484e-05,0.9891658084490572,C
labour charges of alluminium cooling,Labour Charges of Alluminium Cooling,2,2,674680.0,2.8115383902073143e-05,0.9891939238329593,C
sag rods brace rod clits,Sag Rods/ Brace Rod/ Clits,4,3,672950.0,2.804329103708443e-05,0.9892219671239965,C
earthing pipe,Earthing Pipe,10,10,671825.0,2.7996409838753617e-05,0.9892499635338352,C
lenovo laptop v 130,lenovo laptop-V-130,16,15,665315.0,2.7725123971079316e-05,0.9892776886578063,C
muzle1200 25 59 x6 889 1 6x43x43,"MUZLE1200 (25.59""X6.889)1.6X43X43",1,1,664000.0,2.7670325059252635e-05,0.9893053589828655,C
erection of hopper silo 350 mt,Erection of hopper silo 350 MT,1,1,660000.0,2.7503636354076415e-05,0.9893328626192196,C
battery 12 volt,Battery 12 Volt,21,19,659566.75,2.7485581883697014e-05,0.9893603482011033,C
banest 20 chloropyriphos 20,Banest 20 (Chloropyriphos 20%),5,5,653200.0,2.7220265555276838e-05,0.9893875684666585,C
drools box 12pkt 1 5kg 635x350x250,Drools Box-12Pkt 1.5kg (635X350X250),8,8,652535.0,2.719255355804129e-05,0.9894147610202165,C
die 660 228 s db164 26 x 8 996 2 2x59x59,"DIE 660.228 S-DB164(26""X 8.996)2.2X59X59",1,1,645400.0,2.689522258018321e-05,0.9894416562427967,C
rafu sutli,Rafu Sutli,5,5,644700.0,2.686605205677737e-05,0.9894685222948535,C
neomycine,Neomycine,1,1,644446.2,2.6855475658433935e-05,0.9894953777705119,C
ibd mb vacc 5000 dose,IBD MB VACC. (5000 DOSE),10,10,642000.0,2.675353718078342e-05,0.9895221313076926,C
armod cable 1 5 sqmm x 2 core cu,Armod Cable - 1.5 Sqmm X 2 Core - Cu.,1,1,632850.0,2.6372236767692814e-05,0.9895485035444603,C
rin sorbant 530,Rin Sorbant 530,1,1,630000.0,2.6253471065254757e-05,0.9895747570155256,C
occidal diclazuril 0 5,Occidal (Diclazuril 0.5 %),1,1,630000.0,2.6253471065254757e-05,0.9896010104865908,C
ms angle 35x35x5 2 60 kg mtr,"MS Angle 35X35X5, 2.60 kg / mtr",13,11,628005.4299999999,2.6170352992583922e-05,0.9896271808395833,C
office chair,Office Chair,57,33,625716.92,2.607498580041322e-05,0.9896532558253838,C
chemical egg trays 15x1 2,Chemical Egg Trays 15x1/2,2,2,623000.0,2.5961765831196372e-05,0.989679217591215,C
armod cable 1 5 sqmm x 3 core cu,Armod Cable - 1.5 Sqmm X 3 Core - Cu.,2,2,621840.0,2.5913426106695268e-05,0.9897051310173217,C
immunocare advance,Immunocare Advance,29,29,621075.0,2.5881546891830316e-05,0.9897310125642136,C
rape seed doc dairy,Rape seed DOC Dairy,1,1,620928.0,2.587542108191509e-05,0.9897568879852955,C
insurance,Insurance,15,3,618206.0,2.576198941804267e-05,0.9897826499747135,C
toxol liq,Toxol liq.,32,32,611200.0,2.547003415092652e-05,0.9898081200088644,C
muzle1200 25 59 x6 889 1 8x49x49,"MUZLE1200 (25.59""X6.889)1.8X49X49",1,1,603200.0,2.513665674057408e-05,0.989833256665605,C
tin wash 01 02 19 to 15 02 19,Tin Wash 01.02.19 to 15.02.19,1,1,603032.0,2.5129655814956678e-05,0.9898583863214199,C
dzire zdi white,Dzire ZDI - White,1,1,601464.12,2.5064318843188755e-05,0.9898834506402631,C
ibd mb vacc 2000 dose,IBD MB Vacc. (2000 Dose),16,16,600000.0,2.5003305776433102e-05,0.9899084539460395,C
